Date,temperature_2m_max_run_00Z_hrrr,temperature_2m_min_run_00Z_hrrr,temperature_2m_mean_run_00Z_hrrr,relative_humidity_2m_mean_run_00Z_hrrr,cloud_cover_mean_run_00Z_hrrr,precipitation_sum_run_00Z_hrrr,wind_speed_10m_max_run_00Z_hrrr,wind_speed_10m_mean_run_00Z_hrrr,temperature_850mb_mean_run_00Z_hrrr,dew_point_2m_mean_run_00Z_hrrr,msl_pressure_mean_run_00Z_hrrr,ground_heat_flux_mean_run_00Z_hrrr,precipitable_water_mean_run_00Z_hrrr,downward_shortwave_mean_run_00Z_hrrr,boundary_layer_height_mean_run_00Z_hrrr,temperature_2m_max_run_06Z_hrrr,temperature_2m_min_run_06Z_hrrr,temperature_2m_mean_run_06Z_hrrr,relative_humidity_2m_mean_run_06Z_hrrr,cloud_cover_mean_run_06Z_hrrr,precipitation_sum_run_06Z_hrrr,wind_speed_10m_max_run_06Z_hrrr,wind_speed_10m_mean_run_06Z_hrrr,temperature_850mb_mean_run_06Z_hrrr,dew_point_2m_mean_run_06Z_hrrr,msl_pressure_mean_run_06Z_hrrr,ground_heat_flux_mean_run_06Z_hrrr,precipitable_water_mean_run_06Z_hrrr,downward_shortwave_mean_run_06Z_hrrr,boundary_layer_height_mean_run_06Z_hrrr,temperature_2m_max_run_12Z_hrrr,temperature_2m_min_run_12Z_hrrr,temperature_2m_mean_run_12Z_hrrr,relative_humidity_2m_mean_run_12Z_hrrr,cloud_cover_mean_run_12Z_hrrr,precipitation_sum_run_12Z_hrrr,wind_speed_10m_max_run_12Z_hrrr,wind_speed_10m_mean_run_12Z_hrrr,temperature_850mb_mean_run_12Z_hrrr,dew_point_2m_mean_run_12Z_hrrr,msl_pressure_mean_run_12Z_hrrr,ground_heat_flux_mean_run_12Z_hrrr,precipitable_water_mean_run_12Z_hrrr,downward_shortwave_mean_run_12Z_hrrr,boundary_layer_height_mean_run_12Z_hrrr,temperature_2m_max_run_18Z_hrrr,temperature_2m_min_run_18Z_hrrr,temperature_2m_mean_run_18Z_hrrr,relative_humidity_2m_mean_run_18Z_hrrr,cloud_cover_mean_run_18Z_hrrr,precipitation_sum_run_18Z_hrrr,wind_speed_10m_max_run_18Z_hrrr,wind_speed_10m_mean_run_18Z_hrrr,temperature_850mb_mean_run_18Z_hrrr,dew_point_2m_mean_run_18Z_hrrr,msl_pressure_mean_run_18Z_hrrr,ground_heat_flux_mean_run_18Z_hrrr,precipitable_water_mean_run_18Z_hrrr,downward_shortwave_mean_run_18Z_hrrr,boundary_layer_height_mean_run_18Z_hrrr
2021-04-01,27.732934570312523,21.821771240234398,23.982796514601958,79.8566142490932,92.52380916050502,19.10677785705775,20.891924348163965,7.047030459063622,13.698980131603435,20.00604654947921,1016.8881956845238,14.36220577784947,40.255753290085565,191.87619327363512,611.546609061105,29.689569091796898,17.482843017578148,23.851673380533878,76.8055567741394,78.70370364189148,10.561667400645092,23.664500158802696,9.9842539624974,13.701315816243493,19.225816345214866,1016.6042154947917,18.0555557012558,36.6589781443278,238.7046324412028,665.7624111175537,29.030908203125023,16.622583007812523,23.446028645833355,80.67175896962483,69.05092570185661,29.568220924353227,21.29171605988663,8.841678087725004,13.7479237874349,19.746008809407556,1016.66486328125,34.25925906499227,36.8873504002889,195.2435208161672,568.7573156356812,29.550744628906273,16.148889160156273,23.90925750732424,74.89305384953816,63.25925940275192,20.442333607003093,19.85805439810977,10.084985891253206,14.047636922200525,18.765879567464196,1016.6061588541667,33.425925850868225,35.513108809789024,216.530087629954,648.4460496902466
2021-04-02,22.954339599609398,12.124291992187523,17.327348690941243,65.46296201433454,48.137566302503856,0.0026666668127290905,25.675349913145748,19.798623282068124,8.9404918852307,10.659044247581846,1019.1084151785715,43.25396892002651,19.724109558832076,322.3513245355515,770.2465209960938,23.197747802734398,12.030267333984398,17.475691731770855,64.4981484413147,34.5324074284484,0.006444444530643523,27.033489627881327,20.313674187816826,8.63433736165365,10.491646067301474,1019.7209212239583,38.407407681147255,19.971226731936138,291.70833110809326,741.9258015950521,21.946221923828148,12.568627929687523,16.91838353474937,70.32268444697063,39.95370378469428,0.0011111111380159855,23.84992321076862,18.34445423429465,8.944899495442712,11.89773839314779,1019.8567513020832,56.6666667064031,21.697078625361126,254.9865779876709,703.6178309122721,23.425256347656273,13.968530273437523,18.39387410481773,64.2106482187907,54.62037042776743,0.04833333124406636,28.60094120002469,20.577444019050876,9.161211903889978,11.369535064697288,1019.7717578125,34.95370358725389,21.51027242342631,272.1300935745239,792.1451047261556
2021-04-03,22.980859375000023,16.671563720703148,19.178149704706122,60.66137477329799,69.2433869043986,1.8791111483005807,26.468006684294288,17.73067097078759,5.965126836867569,11.36468040829618,1024.0027492559523,15.830687602361044,17.988829340253556,183.89259460994177,1303.5501767113096,21.797540283203148,16.159356689453148,18.83707199096682,61.11574141184489,61.95833396911621,0.6796666570298839,25.779788021036964,16.279584974794357,5.865055338541708,11.134481048584007,1024.29125,21.583333631356556,17.060960213343304,147.0583357810974,1193.5666262308757,22.475823974609398,15.882348632812523,18.83608144124351,59.46527703603109,43.856481363375984,1.5262222047022078,25.510946177164055,16.296663260312833,6.002521769205771,10.780482228597009,1024.41435546875,22.453703780968983,16.700336535771687,186.39073975880942,1183.408302307129,22.230279541015648,15.162774658203148,18.886242167154972,59.549075285593666,49.35185259953141,0.5264555503381416,24.69904003313805,16.371421833847887,5.99976755777999,10.891685740153036,1024.5307454427084,17.342592636744182,16.91873029867808,180.81296380360922,1137.6386629740398
2021-04-04,23.086938476562523,14.404809570312523,18.788845679873535,67.56613831293015,79.97354475657146,6.027777521987446,19.736956214219457,11.808831462110764,7.3209734235491055,12.847124081566221,1023.2946019345238,6.328042280106318,21.486239932832262,237.12010774158296,866.1320561000279,23.463891601562523,14.807489013671898,19.524990336100284,61.71388832728068,52.82870423793793,0.5491888945980463,22.094128647745595,12.70157307294383,6.855091349283896,11.541727956136071,1023.5211100260417,7.3472219705581665,20.218878825505573,252.48472118377686,1012.83096631368,22.804589843750023,15.280755615234398,19.179720815022808,62.45277818044027,67.98611138264339,0.6000444761848485,20.442193612501725,12.839732597608444,6.9979657491048215,11.90345408121749,1023.6075944010418,13.736111064751944,21.400880177815754,156.1911999384562,979.1348711649576,22.940820312500023,15.933862304687523,19.583798980712913,60.559723218282066,50.49536984662215,0.016666667943354696,21.017137028562324,12.41064831663106,7.1332870483398665,11.79106165568038,1023.4947688802083,12.29629616936048,21.70488103230794,181.83935674031576,1038.9193216959636
2021-04-05,25.640496826171898,14.436547851562523,20.379639834449428,56.36666761125837,6.0899471292893095,0.0,19.81561036364771,12.176035463922155,8.524274262927861,10.73138253348219,1020.8945052083333,-5.0582011086600165,20.45716104053316,342.52327401297435,923.894188653855,25.066766357421898,14.862908935546898,20.47547302246096,55.94027725855509,18.597222050031025,0.0,20.240744127846018,12.09635754297976,8.145318603515648,11.117278035481775,1021.1155078125,5.310185233751933,20.906335671742756,287.1837975184123,1040.8103100458782,24.700402832031273,16.010156250000023,20.615897115071636,59.30231475830078,30.80092566708724,0.004555555817205459,19.035130824926945,12.137694244350476,8.450599924723349,11.997149403889978,1021.0795768229167,7.7685187458992,22.956291516621906,243.28935400644937,1013.7199048995972,25.279901123046898,14.783715820312523,20.259331003824894,58.21064805984497,10.171296370836595,0.0,19.520566197940337,11.21301259084998,8.36907857259115,11.393034871419275,1021.3090787760417,7.416666348775228,22.47935978571574,278.00833257039386,993.6865841547648
2021-04-06,26.498162841796898,15.310113525390648,21.394219970703148,55.92380959647043,29.746031632026035,0.0,18.58132037207276,10.749204935120593,9.649105689639157,11.916390264601944,1019.6166666666667,-4.285714058648972,21.605002357846214,332.2259230840774,1050.0724323817662,25.569604492187523,14.848413085937523,20.728576914469425,56.725925286610924,32.62037020549178,0.0,17.878785621492767,9.89489513701116,9.337216949462913,11.723573303222679,1020.0315299479167,5.8749996821085615,21.21970232327779,267.94536781311035,998.2978607813517,26.292901611328148,14.945367431640648,21.022569274902366,56.327315966288246,32.430555558453,0.0,17.399084182763016,9.145139065854098,9.263005828857445,11.703272755940759,1019.860322265625,3.3935183684031167,21.281231721242268,302.72731494903564,1032.2939251263936,26.323052978515648,15.069238281250023,20.93729680379234,61.288425286610924,21.8657406695808,0.0,17.21900628618186,9.677421154686686,9.56563212076827,13.052948252360068,1019.842783203125,5.0370374123255415,21.66927687327067,288.26343027750653,994.7112330595652
2021-04-07,26.941217041015648,16.277368164062523,21.83164730980285,61.374602908179874,82.55555580911182,0.0,17.716770395074693,9.8885138769329,10.721439615885458,13.629974074590791,1018.1520535714285,-7.026455379667736,21.363693418956938,347.5899462018694,1012.1455332438151,26.470880126953148,15.937280273437523,21.580855305989605,60.84305461247762,48.101852069298424,0.0,17.915316838270357,9.049210752707518,10.50064620971682,13.589994049072288,1018.0339290364583,3.5370366175969443,21.79565413792928,288.51250139872235,1021.47856092453,26.673883056640648,16.904321289062523,21.87415466308596,63.1953698794047,92.96296302477519,0.0,18.715297422982747,9.323654604524757,10.660831705729208,14.385650889078818,1018.2223600260418,3.840312580267588,22.335949182510376,286.0675980250041,1056.9580256144206,26.163079833984398,16.707818603515648,21.8197329203288,62.99212964375814,92.36111116409302,0.0,17.327612037541048,8.47232888568733,10.359587605794275,14.153606669108115,1018.1772200520833,2.37499992052714,21.488831043243408,276.8412055969238,944.9397447903951
2021-04-08,27.039147949218773,16.285180664062523,22.181595284598238,62.336508069719585,7.835978871300107,0.0,18.40718239384689,10.537350558677897,11.926429094587093,14.52220488048738,1016.5812165178571,-7.5132270994640535,21.79286202930269,355.09471348353793,827.9890322004046,26.733850097656273,16.450189208984398,21.933674112955753,63.123611768086754,4.842592469416559,0.0,19.147426728152364,9.972817745455329,11.881443277994833,14.660910542805993,1016.8240299479168,2.217592477798462,21.812305847803753,311.0055561065674,801.8900577227274,26.720819091796898,16.216699218750023,21.91864166259768,62.20879650115967,9.472222179174423,0.0,17.804772353856674,9.38145842015001,11.738001759847009,14.363455708821618,1016.6795377604167,2.905346473058065,21.324594338734943,310.0481465657552,765.8794048627218,26.597192382812523,17.259393310546898,22.023247019449894,62.49629783630371,16.152777681748073,0.0,17.691114631760144,10.075717764710992,11.660237884521507,14.566875712076865,1016.49744140625,1.7175931930541992,21.593555609385174,313.0972188313802,840.4876797993978
2021-04-09,27.365136718750023,18.064965820312523,23.08069981166297,65.14338629586356,9.502645507454872,0.0,18.604584499404485,11.024768485149632,13.745927792503721,16.064898972284254,1016.7604724702381,-7.71428580511184,23.725058146885463,356.65926034109935,823.8319803873698,27.053674316406273,17.896112060546898,22.39374694824221,66.23888810475667,3.194444453343749,0.0,19.21211890084479,11.022330860190813,13.887026723225915,15.931118265787802,1016.7844889322918,2.402777830759684,22.4067858060201,312.3847246170044,802.5004374186198,27.124108886718773,17.813897705078148,22.44748713175458,67.02916685740153,3.254629587444166,0.0,20.491828227930398,10.61431500533545,13.891126251220726,16.11078542073568,1016.7524967447918,3.8657410939534507,22.323493639628094,314.82684961954754,746.8358662923177,27.176843261718773,17.430596923828148,22.313442484537784,66.04444376627605,5.34259258210659,0.0,18.8626568877436,9.757695595306034,14.026298777262411,15.666499074300134,1016.93560546875,3.2899115085601807,22.259618361790974,311.6300910313924,740.0337301890055
2021-04-10,27.910760498046898,19.471734619140648,23.574892752511182,70.02169418334961,5.730158749080839,0.0,24.538658046448326,16.065026057602942,14.72280128115699,17.837391880580356,1015.2625855654762,-7.8326299758184526,23.450223831903365,355.291004725865,726.3616129557291,27.445855712890648,19.350457763671898,23.40308532714846,71.93379672368367,6.004629568817715,0.0,24.482435618343732,14.995403267793089,15.180141703287802,18.13965250651046,1014.7786197916668,-0.2777778704961141,23.8946848710378,303.9634250005086,681.328182220459,28.010156250000023,19.252770996093773,23.49149093627932,72.07453600565593,3.370370359160006,0.0,25.958677967907768,15.120082388386898,15.038728332519554,18.18406194051107,1014.8201399739582,0.9861116409301758,23.46201229095459,315.26250012715656,638.4831301371256,27.855645751953148,19.572564697265648,23.55563379923505,72.98842446009319,4.828703646858533,0.0,24.597475194002683,14.820518464881133,15.193318939209007,18.42668177286788,1014.433935546875,-0.6347823937733968,24.75429129600525,312.8365659713745,639.2984949747721
2021-04-11,26.880181884765648,17.529412841796898,21.918083263578893,88.16613733200799,79.87830716087704,31.239445619285107,27.387733023137987,19.033302008477676,15.280592854817712,19.887216913132477,1012.1814322916667,34.67195737929571,42.74523435320173,187.88254156566802,507.3722926548549,28.953454589843773,18.256677246093773,21.812273915608746,84.8527774810791,75.80092580119769,35.333778601139784,28.876771933495238,18.27279646658089,14.60172805786135,19.117720540364587,1012.0996321614583,42.949074943860374,41.71899461746216,211.29768435160318,526.4213021596273,31.000024414062523,18.161889648437523,23.361160532633487,74.63240766525269,76.1898138076067,16.497554554080125,36.00203302869644,19.74635923916117,15.649354553222679,18.238923645019554,1011.8460611979167,24.9027777214845,36.53726760546366,279.9620403448741,612.7166779836019,31.840173339843773,18.805535888671898,25.56331659952802,73.3245374361674,70.28703779975574,31.554221832193434,30.03034107680062,17.148674773964903,15.767849222819052,19.813301340738974,1010.825,10.000000516573587,39.71738084157308,246.8916680018107,810.0766385396322
2021-04-12,26.884057617187523,18.538659667968773,22.291337948753743,78.40952337355841,83.42328043211074,1.5403333043213934,28.38761950818959,15.251989307413961,15.108302234468056,18.43997163318454,1012.5260230654762,-2.5925928297496976,30.39091764177595,262.85714249383835,647.916976202102,27.474450683593773,18.822717285156273,23.048127746582054,81.53009271621704,89.06944425900777,4.847555701300735,21.925984243811456,12.097614924464878,14.76515604654952,19.57942606608077,1012.4727799479167,4.930555482705434,32.153873364130654,247.8777748743693,673.1677888234457,27.888299560546898,20.403161621093773,23.647654469807964,81.54999987284343,90.60185194015503,9.108111086534336,23.074817803822278,11.871930864588757,15.618408457438193,20.35128300984701,1011.7504622395833,16.810185372829437,33.560964266459145,184.60046195983887,607.4092585245768,26.716302490234398,21.434106445312523,23.68718236287437,83.29490661621094,82.49537094434102,2.2156666718656197,14.80538560911227,8.52533658858979,15.677376047770224,20.814867909749353,1011.3002766927083,9.953704059123993,34.62500556310018,183.5925963719686,522.2287330627441
2021-04-13,28.633843994140648,16.649102783203148,22.56000889369422,68.01428549630302,13.343915275874592,0.0,16.369421584155216,9.202648003596341,15.19143938337055,15.724558221726227,1016.4803162202381,1.0582002458118258,13.300637971787225,374.81375594366165,456.8817815326509,27.936578369140648,18.109216308593773,22.669141387939476,72.18240594863892,19.101852079232533,0.0,14.781741487189306,8.983688362304838,15.169976806640648,17.113172149658226,1016.9566243489583,15.361110707124075,14.350569367408752,322.186115582784,487.51181745529175,28.080957031250023,17.984399414062523,22.683025614420597,72.98888874053955,26.342592882923782,0.0,14.556250296371864,8.657884337758313,15.183047231038415,17.219805653889978,1016.7806868489583,11.249999980131784,14.075226426124573,328.28379821777344,409.63251304626465,28.629510498046898,18.848626708984398,23.202153778076195,70.93009185791016,7.402777841935555,0.0,13.57377801071209,7.714044107951648,14.659867858886741,17.11015345255538,1016.76625,13.851851811011633,15.064921021461487,328.60621643066406,508.6799062887828
